id,문서,발간,쪽,소제목,본문
pp5,처리방침 표준안,2026,5,개인정보,"**Ⅰ. 개요** 

**<mark>2.</mark> 방침(方針, Policy)** 은 방향 방(方), 바늘 침(針)으로 ‘방향을 가리키는 바늘’ 이라는 뜻으로, 개인정보 처리에 대한 목표와 방향을 제시하는 최상위 규정 

**개인정보** 입니다. 

## **개인정보** 

## **처리방침이란** 

- 처리는 개인정보의 수집, 생성, 연계, 연동, 기록, 저장, 보유, 가공, 편집, 검색, 출력, 정정(訂正), 복구, 이용, 제공, 공개, 파기(破棄), 그밖에 이와 유사한 행위를 의미합니다. 

- l 즉, 개인정보와 관련한 대부분의 활동은 “처리”라고 보면 됩니다. 

- 정보주체는 처리되는 정보에 의하여 알아볼 수 있는 사람으로서 그 정보의 주체가 되는 사람을 말합니다. 

- l 즉, 그 정보가 가리키고 있는 진짜 주인을 말합니다. 

- l 예를 들어, 이름, 전화번호, 주소가 적혀있는 택배 송장이 있다면, 그 송장 에 적힌 이름의 주인공이 ‘정보주체’입니다. 

- 개인정보 처리방침은 정보주체(고객)가 자신의 개인정보가 어떻게 처리되는지 쉽게 확인할 수 있도록 공개하는 문서입니다. 

**3**"
pp6,처리방침 표준안,2026,6,개인정보 처리방침 4가지 핵심 가치,"**공인중개사 개인정보 처리방침 표준(안)** 

###### 개인정보 처리방침 4가지 핵심 가치 

l 개인정보 처리방침은 1. 투명성 보장, 2. 법적 의무사항 준수, 3. 정보주체 권리 보장, 4. 고객 신뢰 구축으로 4가지 핵심 특징을 보유하고 있습니다. 

**<mark>3.</mark>** 

**법적 근거** 

개인정보 보호법 제30조에 따라 모든 개인정보처리자는 개인정보 처리방침을 수립하고 공개할 의무가 있습니다. 

###### **개인정보 보호법 제30조제1항** 

**제30조(개인정보 처리방침의 수립 및 공개) ① 개인정보처리자는 다음 각 호의 사항이 포함된 개인정보의 처리 방침(이하 “개인정보 처리방침”이라 한다)을 정하여야 한다.** 이 경우 공공기관은 제32조에 따라 등록대상이 되는 개인정보파일에 대하여 개인정보 처리방침을 정한다. 

개인정보 처리방침을 정하지 않거나 공개하지 않으면 1천만원 이하의 과태료가 부과될 수 있습니다. 

###### **개인정보 보호법 제75조제4항** 

**제75조(과태료)** ④ 다음 각 호의 어느 하나에 해당하는 자에게는 1천만원 이하의 과태료를 부과한다. 

**8. 제30조제1항 또는 제2항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 개인정보 처리방침을 정하지 아니하거나 이를 공개하지 아니한 자** 

**4**"
pp7,처리방침 표준안,2026,7,7쪽,"**Ⅰ. 개요** 

**<mark>4.</mark>** 

**개인정보 처리방침의 주요 내용** 

- 개인정보 처리방침에는 1. 수집, 2. 이용, 3. 제공, 4. 삭제, 5. 권리행사에 대한 내용을 포함해서 작성해야 합니다. 

- l (수집) 서비스 제공을 위해 꼭 필요한 최소한의 개인정보만을 적법하게 수집함을 작성해야 합니다. 

- l (이용) 수집 시 정보주체에게 알리고 동의받은 목적과 범위 내에서만 이용 함을 작성해야 합니다. 

- l (제공) 이용자의 별도 동의 없이는 수집한 개인정보를 외부에 제공하지 않으며, 업무 처리를 위한 위탁은 안전하게 관리함을 작성해야 합니다. 

- l (권리행사) 정보주체가 언제든지 자신의 개인정보에 대해 열람, 전송, 정정· 삭제, 처리정지 및 동의철회를 요구할 수 있음을 작성해야 합니다. 

**5**"
pp8,처리방침 표준안,2026,8,유의사항,"**공인중개사 개인정보 처리방침 표준(안)** 

**<mark>5.</mark>** 

**가이드 구성 및 활용** 

- 본 가이드는 총 3개의 장으로 구성되어 있습니다. 

- l **제1장 개요** 는 본 가이드에 대한 전반적인 설명을 담고 있습니다. 

- l **제2장 개인정보 처리방침 작성 가이드** 는 공인중개사 업무상 처리되는 개인정보를 처리방침에 올바르게 기재하는 방법을 안내합니다. 

- l **제3장 개인정보 처리방침 표준(안)** 은 공인중개사가 각 항목별 작성 예시를 참고하여, 실제 처리방침 수립 시 즉시 활용할 수 있도록 구성했습니다. 

활용방법 

- l 개인정보 처리방침은 실제로 개인정보처리자(공인중개사)가 처리하고 있는 개인정보 항목으로 기재하여야 합니다. 

- l 먼저 처리하는 업무를 모두 나열하신 후에 사용하는 개인정보 항목을 찾은 후 작성하여야 합니다. 

###### 유의사항 

- l 개인정보 처리방침 표준안과 작성 가이드는 공인중개사가 개인정보 처리 방침을 작성하는 데 도움을 주기 위해 가장 많이 사용하는 개인정보 항목을 선별하여 예시로 제공하였습니다. 

- l 각 공인중개사가 처리하는 개인정보 항목과 다를 수 있어, 각자의 개인정보 처리 현황에 맞게 활용하시기 바랍니다. 

**6**"
pp9,처리방침 표준안,2026,9,개인정보 처리방침 기재사항,"**Ⅰ. 개요** 

**<mark>6.</mark>** 

## **개인정보 처리방침 기재사항** 

개인정보 처리방침 작성 시 필수(법령에서 정한) 사항은 반드시 포함하되, 권장사항 및 해당 시 필수 사항은 사정에 맞춰 작성합니다. 

|**구분**|**기재사항**|**표준(안)**<br>**비고**|
|---|---|---|
|1|제목|**필수**<br>**작성**|
|2|개인정보의 처리목적, 처리항목, 보유 및 이용기간|**필수**|
|3|14세 미만 아동의 개인정보 처리에 관한 사항|**해당시 필수**|
|4|개인정보의 파기 절차 및 방법에 관한 사항|**필수**|
|5|개인정보의 제3자 제공에 관한 사항|**해당시 필수**|
|6|개인정보 처리업무의 위탁에 관한 사항|**해당시 필수**|
|7|개인정보의 안전성 확보조치에 관한 사항|**필수**|
|8|정보주체와 법정대리인의 권리·의무 및 행사방법에 관한 사항|**필수**|
|9|개인정보 보호책임자 성명 또는 개인정보 업무 담당부서 및 고충을 처리하는<br>부서에 관한 사항|**필수**|
|10|정보주체의 권익침해에 대한 구제방법|**권장**|
|11|고정형 영상정보처리기기 운영·관리에 관한 사항|**해당시 필수**|
|12|개인정보 처리방침의 변경에 관한 사항|**필수**|
|13|추가적인 이용·제공이 지속적으로 발생 시 판단 기준||
|14|개인정보의 국외 수집 및 이전에 관한 사항||
|15|민감정보의 공개 가능성 및 비공개를 선택하는 방법||
|16|가명정보 처리에 관한 사항||
|17<br>18|개인정보 자동 수집 장치의 설치·운영 및 그 거부에 관한 사항<br>개인정보 자동 수집 장치를 통해 제3자가 행태정보를 수집하도록 허용하는 경우<br>그 수집·이용 및 거부에 관한 사항|**개인정보 처리현황에**<br>**따라 작성**<br>※ 개인정보 처리방침<br>|
|19|자동화된 결정에 관한 사항|작성지침 참고|
|20|국내대리인 지정에 관한 사항||
|21|이동형 영상정보처리기기 운영·관리에 관한 사항||
|22|개인정보처리자가 개인정보 처리 기준 및 보호조치 등에 관하여 자율적으로 개인<br>정보 처리방침에 포함하여 정한 사항||

**7**"
pp12,처리방침 표준안,2026,12,1 제목,"**공인중개사 개인정보 처리방침 표준(안)** 

#### **1 제목** 

###### 왜 적어야 하나요? 

- l “개인정보 처리방침”이라는 표준 명칭을 사용함으로써 고객이 쉽게 찾을 수 있도록 하기 위함입니다. 

###### 무엇을 적어야 하나요? 

- l 제목에는 “개인정보 처리방침”이라는 표준 명칭을 사용하고, 사무소 이름을 함께 적어야 합니다. 

- l 서문에는 개인정보 처리방침을 왜 만들었는지, 어떤 내용을 담고 있는지 간단히 설명해야 합니다. - 사무소가 개인정보 보호법을 준수한다는 점 

- 정보주체의 권리를 보호하기 위한 방침이라는 점 

- 개인정보 처리와 보호에 관한 절차 및 기준을 안내한다는 점 

**10**"
pp13,처리방침 표준안,2026,13,"2 개인정보의 처리목적, 처리항목, 보유 및 이용기간","**Ⅱ. 공인중개사 개인정보 처리방침 표준(안) 작성지침** 

#### **2 개인정보의 처리목적, 처리항목, 보유 및 이용기간** 

###### 왜 적어야 하나요? 

- l 고객이 “내 정보를 가져가서 정확히 어디에 쓰는 거지?”라는 궁금증이 생기지 않도록, 어떤 정보를, 어떤 목적으로 수집하고 얼마나 보관하는지 명확히 알려야 합니다. 

- 「개인정보 보호법」 제30조에 따라 개인정보 처리방침에 처리 목적, 처리 항목, 보유 기간을 공개해야 합니다. 

###### 무엇을 적어야 하나요? 

- l 수집하는 개인정보의 항목, 목적, 보관하는 기간을 구체적으로 적어야 합니다. 

- 「개인정보 보호법」 제15조제1항에 따라 동의 없이 처리하는 정보와 동의를 받아 처리하는 정보를 구분하여 기재해야 합니다. 

- 주민등록번호는 「개인정보 보호법」 제24조의2제1항 각 호의 사유에 해당하는 경우에만 처리할 수 있습니다. 

**11**"
pp14,처리방침 표준안,2026,14,3 14세 미만 아동의 개인정보 처리에 관한 사항,"**공인중개사 개인정보 처리방침 표준(안)** 

#### **3 14세 미만 아동의 개인정보 처리에 관한 사항** 

###### 왜 적어야 하나요? 

- l 14세 미만 아동의 개인정보를 처리할 때는 아동 본인의 동의만으로는 부족하고, 부모님이나 법적 보호자의 동의를 별도로 받아야 합니다. 

- 「개인정보 보호법」 제22조의2에 따라 14세 미만 아동의 개인정보를 처리하려면 법정대리인의 동의를 받아야 합니다. 

###### 무엇을 적어야 하나요? 

- l 14세 미만 아동의 개인정보를 처리하는 경우, 법정대리인의 동의를 받는다는 내용과 동의 확인 방법을 적어야 합니다. 

- 「개인정보 보호법 시행령」 제17조의2에 따라 법정대리인 동의 확인 방법을 기재해야 하며, 실제로 사용하는 방법만 적으면 됩니다. 

- 법정대리인 확인을 위해 수집하는 법정대리인의 성명, 휴대전화번호 등 개인정보 항목도 함께 기재해야 합니다. 

**12**"
pp15,처리방침 표준안,2026,15,4 개인정보의 파기 절차 및 방법에 관한 사항,"**Ⅱ. 공인중개사 개인정보 처리방침 표준(안) 작성지침** 

#### **4 개인정보의 파기 절차 및 방법에 관한 사항** 

###### 왜 적어야 하나요? 

- l 개인정보는 이용 목적을 다 이룬 후에는 지체 없이 파기해야 하며, 법률에서 일정 기간 보관하라고 정한 경우에는 그 기간 동안만 보관한 후 파기해야 합니다. 

- 「개인정보 보호법」 제21조에 따라 개인정보가 불필요하게 되었을 때는 지체 없이 파기해야 합니다. 

###### 무엇을 적어야 하나요? 

- l 개인정보를 언제 파기하는지, 어떤 방법으로 파기하는지 적어야 합니다. 

- 파기 절차와 파기 방법(전자파일, 종이 문서)을 구분하여 기재해야 합니다. 

- 법령에 따라 보관해야 하는 정보가 있다면, 보존 근거, 보존 항목, 보존 기간을 함께 적어야 합니다. 

**13**"
pp16,처리방침 표준안,2026,16,5 개인정보의 제3자 제공에 관한 사항,"**공인중개사 개인정보 처리방침 표준(안)** 

#### **5 개인정보의 제3자 제공에 관한 사항** 

###### 왜 적어야 하나요? 

- l 고객의 개인정보를 다른 기관이나 업체에 제공할 때는 누구에게, 왜, 어떤 정보를 얼마간 주는지 명확히 알려야 합니다. 

- 「개인정보 보호법」 제17조제1항제1호에 따라 제3자에게 개인정보를 제공할 때는 제공받는 자, 제공 목적, 제공 항목, 보유·이용 기간, 동의 거부권이 있음을 알리고 동의를 받아야 합니다. 

###### 무엇을 적어야 하나요? 

- l 고객의 개인정보를 제공받는 자, 제공 목적, 제공 항목, 보유·이용 기간, 동의 거부권 및 거부 시 불이익을 적어야 합니다. 

- 「개인정보 보호법」 제17조제2항 각 호에 따라 위 5가지 사항을 모두 명시해야 하며, 내용이 변경되는 경우 다시 동의를 받아야 합니다. 

- 법령에 따라 동의 없이 제공하는 경우와 동의를 받아 제공하는 경우를 구분하여 기재해야 합니다. 

**14**"
pp17,처리방침 표준안,2026,17,6 개인정보 처리업무 위탁에 관한 사항,"**Ⅱ. 공인중개사 개인정보 처리방침 표준(안) 작성지침** 

#### **6 개인정보 처리업무 위탁에 관한 사항** 

###### 왜 적어야 하나요? 

   - l 고객의 개인정보 처리업무를 외부 업체에 맡기는 경우, 어느 업체에 어떤 업무를 맡겼는지 고객에게 알려야 합니다. 

   - 「개인정보 보호법」 제26조제1항에 따라 개인정보 처리업무를 위탁하는 경우 수탁자와 수탁하는 업무의 내용을 공개해야 합니다. 

- ※ 개인정보 처리 업무를 위탁받아 처리하는 자로부터 위탁받은 업무를 다시 위탁받은 자도 포함 

###### 무엇을 적어야 하나요? 

- l 위탁받는 업체(수탁자)의 이름과 맡기는 업무의 내용을 적어야 합니다. 

- 수탁업체가 변경되거나 위탁업무 내용이 변경되는 경우 개인정보 처리방침을 통해 공개해야 합니다. 

**15**"
pp18,처리방침 표준안,2026,18,7 개인정보의 안전성 확보조치에 관한 사항,"**공인중개사 개인정보 처리방침 표준(안)** 

#### **7 개인정보의 안전성 확보조치에 관한 사항** 

###### 왜 적어야 하나요? 

- l 고객의 개인정보가 유출되거나 도난당하지 않도록 어떤 보안 조치와 노력을 하고 있는지 고객에게 알려야 합니다. 

- 「개인정보 보호법」 제29조 및 「개인정보의 안전성 확보조치 기준」에 따라 개인정보를 안전하게 보호하기 위한 관리적·기술적·물리적 조치를 해야 합니다. 

###### 무엇을 적어야 하나요? 

- l 개인정보 보호를 위해 실제로 시행하고 있는 관리적 조치, 기술적 조치, 물리적 조치를 적어야 합니다. 

- 「개인정보의 안전성 확보조치 기준」 제4조부터 제10조에 따른 조치 사항을 기재하되, 실제로 하고 있는 조치만 적어야 합니다. 

- 법령상 의무 외에 자발적으로 하는 보안 활동도 적을 수 있습니다. 

**16**"
pp20,처리방침 표준안,2026,20,8 정보주체와 법정대리인의 권리·의무 및 행사방법에 관한 사항,"**공인중개사 개인정보 처리방침 표준(안)** 

#### **8 정보주체와 법정대리인의 권리·의무 및 행사방법에 관한 사항** 

###### 왜 적어야 하나요? 

- l 정보주체·법정대리인은 본인이나 피후견인의 개인정보에 대해 열람, 정정, 삭제, 처리정지 등을 요구할 수 있는 법적 권리가 있습니다. 

- 「개인정보 보호법」 제4조, 제35조부터 제37조에 따라 정보주체는 자신의 개인정보에 대한 권리가 있습니다. 

- l 개인정보처리자는 이러한 권리를 어떻게 행사할 수 있는지(방법과 절차)를 구체적으로 안내하여 고객이 자신의 정보를 스스로 통제할 수 있도록 해야 합니다. 

###### 무엇을 적어야 하나요? 

- l 정보주체와 법정대리인이 가지는 권리가 무엇인지, 그리고 그 권리를 어떻게 행사할 수 있는지(방법과 절차)를 구체적으로 적어야 합니다. 

- 열람, 정정·삭제, 처리정지, 동의철회 등의 권리와 행사 방법을 기재해야 합니다. 

- 권리행사 절차는 개인정보 수집 방법보다 어렵지 않아야 합니다. 

- 홈페이지를 운영하는 경우 온라인 신청 방법도 함께 안내해야 합니다. 

**18**"
pp22,처리방침 표준안,2026,22,왜 적어야 하나요?,"**공인중개사 개인정보 처리방침 표준(안)** 

#### **9 개인정보 보호책임자 성명 또는 개인정보 업무 담당부서 및 고충을 처리하는 부서에 관한 사항** 

###### 왜 적어야 하나요? 

- l 개인정보와 관련해서 궁금한 점이나 불편한 점이 있을 때 공인중개사에 즉시 연락하여 도움을 받을 수 있도록 개인정보 보호책임자의 연락처를 안내해야 합니다. 

- 「개인정보 보호법」 제30조, 제31조에 따라 개인정보 보호책임자를 지정하고 개인정보 보호책임 자의 이름과 연락처를 적어야 합니다. 

###### 무엇을 적어야 하나요? 

- l 공인중개사에서 개인정보를 총괄하여 관리하는 책임자가 누구인지, 그리고 실제 실무 담당자와 연락처를 명확히 적어야 합니다. 

- 사무소 내에 별도의 개인정보 업무 담당 부서가 있다면 해당 부서의 연락처도 함께 적어야 합니다. 

**20**"
pp23,처리방침 표준안,2026,23,10 정보주체의 권익침해에 대한 구제방법,"**Ⅱ. 공인중개사 개인정보 처리방침 표준(안) 작성지침** 

### **10 정보주체의 권익침해에 대한 구제방법** 

###### 왜 적어야 하나요? 

- l 고객이 우리를 통해 개인정보 문제를 해결하지 못했거나, 다른 기관을 통해 도움을 받기를 원할 시 도움을 받을 수 있는 전문기관을 안내해야 합니다. 

###### 무엇을 적어야 하나요? 

- l 고객이 개인정보 침해로 피해를 입었을 때 신고하거나 상담받을 수 있는 전문기관의 연락처를 적어야 합니다. 

- 개인정보 침해신고센터, 개인정보 분쟁조정위원회, 경찰청 등 전문기관의 연락처를 적어주세요. 

**21**"
pp24,처리방침 표준안,2026,24,11 고정형 영상정보처리기기 운영 • 관리에 관한 사항,"**공인중개사 개인정보 처리방침 표준(안)** 

#### **11 고정형 영상정보처리기기 운영** • **관리에 관한 사항** 

###### 왜 적어야 하나요? 

- l CCTV를 설치하여 운영하는 경우, 고객이 언제 어디서 촬영되고 있는지, 촬영된 영상을 누가 관리하는지 알 수 있도록 정보를 공개해야 합니다. 

- 「개인정보 보호법」 제25조제7항 및 동법 시행령 제25조제1항에 따라 CCTV 운영·관리 방침을 수립하고 공개해야 합니다. 

###### 무엇을 적어야 하나요? 

- l 「개인정보 보호법 시행령」 제25조제1항에 따라 CCTV 설치 및 운영에 관한 다음 8가지 사항을 모두 적어야 합니다. 

- ▲설치 근거 및 설치 목적, ▲설치 대수, 설치 위치, 촬영 범위, ▲관리책임자, 담당부서 및 접근 권한자, ▲촬영시간, 보관기간, 보관장소, 처리방법, ▲영상정보 확인 방법 및 장소, ▲정보 주체의 영상정보 열람 등 요구에 대한 조치, ▲영상정보 보호를 위한 기술적·관리적·물리적 조치, ▲그 밖에 필요한 사항 

**22**"
pp26,처리방침 표준안,2026,26,12 개인정보 처리방침 변경에 관한 사항,"**공인중개사 개인정보 처리방침 표준(안)** 

#### **12 개인정보 처리방침 변경에 관한 사항** 

###### 왜 적어야 하나요? 

- l 개인정보 처리방침을 변경할 때는 언제부터 바뀌는지(시행 시기)와 무엇이 바뀌었는지(변경 내용)를 고객이 알 수 있도록 공개해야 합니다. 

- 「개인정보 보호법」 제30조제2항에 따라 개인정보 처리방침을 변경하는 경우 변경 내용을 공개해야 합니다. 

###### 무엇을 적어야 하나요? 

- l 개인정보 처리방침의 변경 및 변경 시기, 변경 내용을 적어야 합니다. 

- 변경 시행 시기(언제부터 적용되는지) 

- 변경 내용(무엇이 변경되는지) 

**24**"
pp28,처리방침 표준안,2026,28,표준안 전문형,"**공인중개사 개인정보 처리방침 표준(안)** 

**<mark>1.</mark>** 

## **표준안 전문형** 

#### **1 [개인정보처리자명] 개인정보 처리방침** 

○○○(이하 ‘○○○’으로 한다)은 정보주체의 자유와 권리 보호를 위해 「개인정보 보호법」 및 관계 법령이 정한 바를 준수하여, 적법하게 개인정보를 처리하고 안전하게 관리하고 있습니다. 이에 「개인정보 보호법」 제30조에 따라 정보주체에게 개인정보의 처리와 보호에 관한 절차 및 기준을 안내하고, 이와 관련한 고충을 신속하고 원활하게 처리할 수 있도록 하기 위하여 다음과 같이 개인정보 처리방침을 수립·공개합니다. 

###### **[ 목  차 ]** 

1. 제목 

2. 개인정보의 처리목적, 처리항목, 보유 및 이용기간 

3. 14세 미만 아동의 개인정보 처리에 관한 사항 

4. 개인정보의 파기 절차 및 방법에 관한 사항 

5. 개인정보의 제3자 제공에 관한 사항 

6. 개인정보 처리업무 위탁에 관한 사항 

7. 개인정보의 안전성 확보조치에 관한 사항 

8. 정보주체와 법정대리인의 권리·의무 및 행사방법에 관한 사항 

9. 개인정보 보호책임자 성명 또는 개인정보 업무 담당부서 및 고충을 처리하는 부서에 관한 사항 

10. 정보주체의 권익침해에 대한 구제방법 

11. 고정형 영상정보처리기기 운영·관리에 관한 사항 

12. 개인정보 처리방침 변경에 관한 사항 

**26**"
pp29,처리방침 표준안,2026,29,"2 개인정보의 처리목적, 처리항목, 보유 및 이용기간","**Ⅲ. 공인중개사 개인정보 처리방침 표준(안)** 

#### **2 개인정보의 처리목적, 처리항목, 보유 및 이용기간** 

① ○○○은 「개인정보 보호법」에 따라 서비스 제공을 위해 필요 최소한의 범위에서 개인정보를 수집· 이용합니다. 

###### **1. 정보주체의 동의를 받지 않고 처리하는 개인정보 항목** 

○○○은 서비스를 제공하기 위하여 개인정보보호법 제15조(개인정보의 수집·이용) 제1항 제2호, 제4호에 의해 동의 없이 개인정보를 수집, 이용할 수 있습니다. 

|**구분**|**수집·이용**<br>**목적**|**개인정보 처리 항목**|**법적 근거**|**보유 및**<br>**이용기간**|
|---|---|---|---|---|
|부동산 상담<br>서비스|매물 상담|성명, 주소, 연락처, 매물 정보|개인정보 보호법<br>제15조제1항제4호<br>(계약체결·이행)<br>공인중개사법 제25조, 제26조<br>(거래계약서 작성)|계약 체결<br>후 5년|
||부동산 매매<br>|[매도인]<br>성명, 주소, 연락처,<br>계좌번호(대금수령용), 인감증명<br>정보(확인용), 토지대장<br>등본(부동산종합증명서),<br>등기사항증명서, 신탁원부,<br>건축물대장 등본(권리·사실관계)<br>[매수인]<br>성명, 주소, 연락처,<br>자금조달계획(예금, 대출 등<br>금융정보)|개인정보 보호법<br>제15조제1항제2호<br>(법률에 특별한 규정)<br>공인중개사법 제26조제1항<br>(거래계약서 작성)||
|부동산 매매<br>중개서비스|중개 및<br>거래 관리<br>(계약/신고/<br>검증)|[매도인, 매수인]<br>주민등록번호|개인정보 보호법<br>제24조의2제1항제1호<br>(주민등록번호 처리)<br>부동산 거래신고 등에 관한 법률<br>제3조제1항<br>(고유식별정보 처리)|계약 체결<br>후 5년|
|||[14세 미만 아동]<br>성명, 주소, 가족관계증명서,<br>기본증명 정보<br>[법정대리인]<br>신분증 사본, 주소, 연락처,<br>인감증명 정보, 법정대리인<br>동의서, 가족관계 확인 서류|개인정보 보호법<br>제15조제1항제4호<br>(계약체결·이행)<br>민법 제5조 (미성년자의 법률행위)<br>개인정보 보호법<br>제22조의2(아동의 개인정보 보호)||

**27**"
pp30,처리방침 표준안,2026,30,30쪽,"**공인중개사 개인정보 처리방침 표준(안)** 

|**구분**|**수집·이용**<br>**목적**|**개인정보 처리 항목**|**법적 근거**|**보유 및**<br>**이용기간**|
|---|---|---|---|---|
|||[임대인]<br>성명, 주소, 연락처, 계좌번호<br>(보증금 및 임대료 수령용),<br>등기부등본상 소유주 정보,<br>임대사업자 등록 여부, 세금 체납<br>여부(최근 법 개정 관련)<br>[임차인]<br>성명, 주소, 연락처,<br>계좌번호(보증금 반환용)|개인정보 보호법<br>제15조제1항제2호<br>(법률에 특별한 규정)<br>공인중개사법 제26조제1항<br>부동산 거래신고 등에 관한 법률<br>제3조제1항<br>(부동산 매매계약)<br>주택임대차보호법 제3조의6,<br>제3조의7<br>(임대차 정보 제공)||
|부동산 임대<br>중개서비스|부동산 임대<br>중개 및<br>거래 관리<br>(계약/신고/<br>검증)|[임대인]<br>성명, 주소, 연락처, 계좌번호,<br>납세 증명 정보(국세, 지방세),<br>확정일자 부여 현황, 보증금 및<br>차임(월세) 정보<br>[임차인]<br>성명, 주소, 연락처, 계좌번호|개인정보 보호법<br>제15조제1항제2호<br>(법률에 특별한 규정)<br>주택임대차보호법<br>제3조의6, 제3조의7<br>(임대차 정보 제공)|계약 체결<br>후 5년|
|부동산 거래<br>신고 서비스|매매<br>실거래가<br>신고 및 주택<br>임대차 계약<br>신고 대행|[임대인, 임차인]<br>주민등록번호<br> <br>[매도인, 매수인, 임대인, 임차인]<br>주민등록번호|개인정보 보호법<br>제24조의2제1항제1호<br>(주민등록번호 처리)<br>공인중개사법 제26조제1항<br>부동산 거래신고 등에 관한 법률<br>제3조제1항<br>(고유식별정보 처리)<br>개인정보 보호법<br>제24조의2제1항제1호<br>(주민등록번호 처리)<br>부동산 거래신고 등에 관한 법률<br>제4조<br>(부동산 거래 신고)<br>부동산 거래신고 등에 관한 법률<br>시행령 제4조의3<br>(주택 임대차 계약 신고)|계약 체결<br>후 5년|
|부동산 중개<br>및 계약<br>서비스|중개대상물<br>확인·설명서<br>및<br>거래계약서<br>작성 시<br>당사자 식별|**28**<br>주민등록번호|개인정보 보호법<br>제24조의2제1항제1호<br>(주민등록번호 처리)<br>공인중개사법 시행령 제37조의2<br>제11호<br>(고유식별정보 처리)|계약 체결<br>후 5년|"
pp31,처리방침 표준안,2026,31,2. 정보주체의 동의를 받아 처리하는 개인정보 항목,"**Ⅲ. 공인중개사 개인정보 처리방침 표준(안)** 

|**구분**|**수집·이용**<br>**목적**|**개인정보 처리 항목**|**법적 근거**|**보유 및**<br>**이용기간**|
|---|---|---|---|---|
||매매 및 임대<br>지원|(해당 시) 현관/호수 비밀번호|개인정보 보호법<br>제15조제1항제4호<br>(계약체결·이행)|거래 확정<br>후 즉시|
|부동산 거래<br>지원 서비스|법무사 등기<br>신청|[매도인, 매수인]<br>주민등록번호|개인정보 보호법<br>제24조의2제1항제1호<br>(주민등록번호 처리)<br>부동산 거래신고 등에 관한 법률<br>제3조제1항<br>(고유식별정보 처리)|<br>목적 달성<br>시 또는<br>의뢰인의<br>제공 동의<br>철회 시까지|

###### **2. 정보주체의 동의를 받아 처리하는 개인정보 항목** 

○○○은 「개인정보 보호법」 제15조(개인정보의 수집·이용) 제1항 제1호에 따라 아래의 개인정보 항목을 정보주체의 동의를 받아 처리하고 있습니다. 또한, 수집된 개인정보를 아래의 목적으로 처리합니다. 수집된 개인정보는 아래의 목적 이외로는 이용되지 않으며 이용 목적이 변경되는 경우에는 「개인정보 보호법」 제18조에 따라 별도의 동의를 받는 등 필요한 조치를 이행할 예정입니다. 

|**구분**|**수집·이용**<br>**목적**|**개인정보 처리 항목**|**법적 근거**|**보유 및**<br>**이용기간**|
|---|---|---|---|---|
||부동산 매물<br>정보 제공|성명, 연락처, 매물 주소<br>(소재지, 단지, 해당 동/호||매물 노출<br>종료일 또는<br>거래 완료일<br>로부터 1년|
|부동산<br>매물<br>정보|네이버 매물<br>등록|소유자명, 소재지, 소유자 전화번호, 네이버ID<br>- 위임장에 의한 처리일 경우: 위임자<br>정보(이름, 주민등록번호 앞7자리, 주소,<br>위임받는 자와의 관계, 인감), 위임받는자<br>정보(이름, 주민등록번호 앞7자리, 주소)<br>- 여권/외국인등록증 등에 의한 처리일 경우:<br>이름, 국적<br>- 분양계약서에 의한 처리일 경우: 이름, 주소,<br>인감<br>- 명함에 의한 처리일 경우: 이름, 소속회사,<br>직함, 전화번호, 이메일<br>- 재직증명서에 의한 처리일 경우: 이름,<br>소속회사, 직함, 재직여부<br>- 전세계약서/전입신고확인서 등에 의한<br>처리일 경우: 이름, 주소|개인정보 보호법<br>제15조제1항제1호<br>(정보주체 동의)|매물 노출<br>종료일 후 즉시|
|||여권/외국인등록증(신분확인용)|개인정보 보호법<br>제24조제1항제1호<br>(고유식별정보 처리)||

**29**"
